phenotype name,Synonyms,hpo_id,database_cross_reference
Abnormal jugular venous pressure,,HP:0030847,UMLS:C0520860|SNOMEDCT_US:62436006
Abnormality of the posterior pituitary,Abnormality of the neurohypophysis,HP:0011751,UMLS:C4023204
Elevated circulating acylcarnitine concentration,Elevated plasma acylcarnitine levels,HP:0045045,UMLS:C4073171
Laryngotracheomalacia,,HP:0008755,UMLS:C0585984|SNOMEDCT_US:308232009
Digenic inheritance,,HP:0010984,UMLS:C4023614
Lipemia retinalis,,HP:0000660,UMLS:C0339477|SNOMEDCT_US:95692001
Bridged sella turcica,,HP:0005449,UMLS:C1866959|MSH:C566689
Abnormality of globe location,Abnormality of globe position|Abnormality of eyeball position|Abnormality of eyeball location,HP:0100886,UMLS:C4021946
Mandibular pain,Lower jaw pain,HP:0200025,SNOMEDCT_US:274667000|UMLS:C0236000
Chronic calcifying pancreatitis,,HP:0005236,UMLS:C4025231
Trismus,Limited jaw opening|Limited mandibular mobility|Decrease in mandibular movement|Decrease in mandibular opening|Limited jaw movement|Limited mouth opening|Limited jaw mobility|Decrease in jaw mobility|Decrease in jaw opening|Decrease in mandibular mobility|Decrease in jaw movement|Limited mandibular opening|Lockjaw|Pain of muscles of mastication,HP:0000211,UMLS:C4228933|MSH:D014313|SNOMEDCT_US:87866006|UMLS:C4280672|UMLS:C1848474|UMLS:C0041105
Hypocholesterolemia,Decreased circulating cholesterol level,HP:0003146,SNOMEDCT_US:61336008|UMLS:C0151718
Unconjugated hyperbilirubinemia,,HP:0008282,UMLS:C0268306|SNOMEDCT_US:7752002
2-3 toe cutaneous syndactyly,"Cutaneous 2,3 toe syndactyly|Webbed skin of 2nd-3rd toes|Complete cutaneous syndactyly of second and third toes|Cutaneous syndactyly of second and third toes",HP:0005709,UMLS:C0432040|SNOMEDCT_US:205145001
Increased muscle fatiguability,Muscle fatigue,HP:0003750,MSH:D018763|UMLS:C0242979|UMLS:C4025573|SNOMEDCT_US:80449002
Hypoparathyroidism,Decreased parathyroid hormone secretion|Low parathyroid hormone,HP:0000829,SNOMEDCT_US:36976004|MSH:D007011|UMLS:C0020626
Lentiglobus,Bulging of eye lens,HP:0011527,SNOMEDCT_US:419281007|UMLS:C4280322|UMLS:C1622439
Metaphyseal cupping of proximal phalanges,,HP:0006208,UMLS:C1834980
Asymmetry of the mouth,Uneven mouth|Canted mouth|Crooked mouth|Asymmetry of the mouth|Tilted mouth|Asymmetry of oral cavity,HP:0009941,UMLS:C4024153
White mater abnormalities in the posterior periventricular region,,HP:0006812,UMLS:C1836525
Irregular epiphyses of the 3rd toe,Irregular end part of the 3rd toe bone,HP:0100060,UMLS:C4022361
Tracheobronchmegaly,,HP:0010776,UMLS:C4023707
Gray matter heterotopia,Grey matter heterotopia|Gray matter heterotopias|Heterotopias|Heterotopia|Neuronal heterotopia|Grey matter heterotopias,HP:0002282,SNOMEDCT_US:417338002|SNOMEDCT_US:416286003|MSH:D002828|SNOMEDCT_US:128490007|UMLS:C0008519
Premature skin wrinkling,Premature skin wrinkling|Wrinkled skin,HP:0100678,UMLS:C0037301|SNOMEDCT_US:247434009|MSH:D015595|MEDDRA:10040954
Thrombophlebitis,,HP:0004418,SNOMEDCT_US:64156001|UMLS:C0040046|MSH:D013924
Neoplasm of the parathyroid gland,Parathyroid neoplasia,HP:0100733,SNOMEDCT_US:127020005|MSH:D010282|UMLS:C0030521|NCIT:C3262
Elevated brain lactate level by MRS,,HP:0012707,UMLS:C4022762
Elevated levels of phytanic acid,Elevated levels of phytanic acid,HP:0010571,UMLS:C4023786
Aplasia of the 5th finger,Absent little finger|Absent pinkie finger|Absent pinky finger,HP:0009238,UMLS:C4024508
Symphalangism affecting the proximal phalanx of the 3rd toe,Fused innermost bone of 3rd toe,HP:0100473,UMLS:C4022054
Toenail onycholysis,Onycholysis of toenails|Detachment of toenails,HP:0040040,UMLS:C4022476
Ivory epiphysis of the distal phalanx of the thumb,Increased bone density of end part of the outermost bone of the thumb,HP:0009681,UMLS:C4024238
Neck flexor weakness,Neck flexion weakness|Neck flexor muscle weakness,HP:0003722,UMLS:C1843637
Agranulocytosis,,HP:0012234,UMLS:C0702094
Femoroacetabular impingement,Femoral acetabular impingement,HP:0030883,MSH:D057925|SNOMEDCT_US:432473000|UMLS:C2936290
Ivory epiphysis of the distal phalanx of the hallux,Increased bone density of end part of the outermost bone of the big toe,HP:0010144,UMLS:C4024015
Underdeveloped inferior crus of antihelix,"Hypoplastic inferior crus of antihelix|Antihelix, inferior crus, underdeveloped|Hypotrophic inferior crus of antihelix",HP:0011239,UMLS:C4021194
Hyperplastic labia majora,Hyperplasia of labia majora|Enlarged labia majora,HP:0012882,UMLS:C4021060
Extrapulmonary sequestrum,Diaphragmatic sequestrum,HP:0006544,UMLS:C4025023|UMLS:C4020814
Abnormal molar morphology,Abnormal shape of molar tooth|Abnormality of molar morphology,HP:0011070,UMLS:C4023553
Hyperkinetic movements,Hyperkinesia|Muscle spasms|Hyperkinesis,HP:0002487,SNOMEDCT_US:44548000|UMLS:C0424295|SNOMEDCT_US:45352006|MSH:D013035|UMLS:C0037763|MSH:D006948
Abnormality of DNA repair,,HP:0003254,UMLS:C4021848
Cafe-au-lait spot,Flat light-brown mark on skin|Birthmark|Cafe-au-lait macules|Cafe-au-lait macule|Cafe au lait spots|Cafe-au-lait spots,HP:0000957,UMLS:C0221263|SNOMEDCT_US:201281002|MSH:D019080|UMLS:C0265974|SNOMEDCT_US:51089004
Osteolytic defects of the phalanges of the 3rd toe,,HP:0010363,UMLS:C4021825
Synostosis of metacarpals/metatarsals,Fusion of long bones of hand/long bones of foot,HP:0100265,UMLS:C4022177
Postaxial polysyndactyly of foot,,HP:0005817,UMLS:C4021824
Episodic hypoventilation,Episodic slow breathing|Episodic under breathing,HP:0004881,UMLS:C1844946
Metatarsal periosteal thickening,,HP:0008074,UMLS:C1834349
Abnormal biliary tract physiology,,HP:0012439,UMLS:C4022902
Rosenthal fibers,Rosenthal fibres,HP:0100320,UMLS:C0333731|SNOMEDCT_US:84605001
Trichorrhexis nodosa,,HP:0009886,UMLS:C0263485|SNOMEDCT_US:238736006|SNOMEDCT_US:22486004
Irregular epiphysis of the proximal phalanx of the 5th toe,Irregular end part of the innermost bone of the pinky toe|Irregular end part of the innermost bone of the pinkie toe|Irregular end part of the innermost bone of the little toe,HP:0100229,UMLS:C4022192
Extra concha fold,"Concha, Extra Fold",HP:0400002,UMLS:C4020915
Congenital stationary night blindness with abnormal fundus,,HP:0030639,UMLS:C4073106
Hyperpepsinogenemia I,,HP:0003238,UMLS:C4025638
Osteopathia striata,,HP:0010740,UMLS:C0265513|SNOMEDCT_US:82663009
Redundant skin on fingers,Extra skin on fingers,HP:0007516,UMLS:C4024856
Microgastria,,HP:0100841,UMLS:C0266150|SNOMEDCT_US:83714006
Complete duplication of distal phalanx of the thumb,Complete duplication of outermost bone of the thumb,HP:0009606,UMLS:C4021427
Transient aminoaciduria,,HP:0008273,UMLS:C4024713
Abnormal nervous system physiology,Abnormality of nervous system physiology,HP:0012638,UMLS:C4022811
Abdominal situs ambiguus,,HP:0031565,Fyler:3817
Increased neuronal autofluorescent lipopigment,Neuronal lipopigments,HP:0002074,UMLS:C4025728|UMLS:C4020857
Wide humerus,Broad humerus|Wide long bone of upper arm,HP:0003886,UMLS:C4021715
Upper-limb metaphyseal irregularity,Irregular wide portion of upper limb bones|Irregular metaphyses of the upper limbs,HP:0003850,UMLS:C4021720
Spina bifida occulta at L5,,HP:0004601,UMLS:C4025308
Duplication of the 1st metatarsal,Duplicated first metatarsals|Duplicated 1st long bone of foot,HP:0010075,UMLS:C1851855
Tetraplegia/tetraparesis,,HP:0030182,UMLS:C4022595
Deficiency or absence of cytochrome b(-245),Deficiency or absence of cytochrome b,HP:0003514,UMLS:C1844390
Joint contracture of the hand,Contractures involving the hands|Contractures of the hands,HP:0009473,SNOMEDCT_US:86414002|MEDDRA:10010821|UMLS:C0158113
Hyperornithinemia,High blood ornithine levels,HP:0012026,MSH:D015799|SNOMEDCT_US:33985005|SNOMEDCT_US:276426004|UMLS:C0599035
Lumbosacral meningocele,,HP:0200133,UMLS:C2675557
Abnormal carotid artery morphology,Abnormality of the carotid arteries,HP:0005344,UMLS:C4025211
Meningitis,,HP:0001287,SNOMEDCT_US:7180009|UMLS:C0025289|MSH:D008581
Hyperplasia of the maxilla,Large upper jaw|Maxillary macrognathia|Big maxilla|Upper jaw excess|Maxillary hyperplasia|Hyperplasia of upper jaw|Large maxilla|Maxillary prominence|Big upper jaw|Maxillary excess|Increased size of maxilla|Prominent upper jaw|Prominent maxilla|Upper jaw bone excess|Increased size of upper jaw|Increased projection of maxilla|Increased projection of upper jaw|Prognathia of the upper jaw|Hypertrophy of upper jaw|Hypertrophy of maxilla|Maxillary prognathia,HP:0430028,UMLS:C4073209|SNOMEDCT_US:28070007|UMLS:C0266081|UMLS:C4280272|UMLS:C2227090|UMLS:C4280273
Congenital stapes ankylosis,,HP:0007943,UMLS:C1866657
Cutis laxa,Hanging skin|Dermatomegaly|Chalazoderma|Loose and inelastic skin|Inelastic skin|Lax skin|Hypoelastic skin|Elastolysis|Skin laxity|Loose skin|Generalized elastolysis|Dermatochalasia|Generalised elastolysis|Cutaneous laxity,HP:0000973,MSH:C531660|UMLS:C4280606|UMLS:C2930812|MSH:D003483|SNOMEDCT_US:58588007|UMLS:C0010495
Anal margin squamous cell carcinoma,,HP:0030442,UMLS:C1412037|SNOMEDCT_US:255084004
Abnormal mandibular symphysis morphology,Abnormality of mandible symphysis,HP:3000079,UMLS:C4073286
Humeroradial synostosis,Humeral radial synostosis|Humeral-radial synostosis|Radiohumeral synostosis of elbow|Fusion of upper and lower arm bones|Synostosis of radius and humerus,HP:0003041,UMLS:C1863360|UMLS:C2930865|SNOMEDCT_US:205329008|MSH:C535284
Malignant gastrointestinal tract tumors,Malignant gastrointestinal tract tumours|Malignant GI tract tumours|Malignant GI tract tumors,HP:0006749,SNOMEDCT_US:428905002|UMLS:C0685938|MSH:D005770
Recurrent mycobacterium avium complex infections,,HP:0011275,UMLS:C1737260
Absent eyebrow,Failure of development of eyebrows|Absent eyebrows|Absent eyebrow|Loss of eyebrows|Agenesis of eyebrows|Aplasia of eyebrows|Missing eyebrows,HP:0002223,UMLS:C4280582|UMLS:C0578682|SNOMEDCT_US:253208007|UMLS:C0431448|UMLS:C4280581|SNOMEDCT_US:422441003
Mitral annular calcification,Premature calcification of mitral annulus,HP:0005136,UMLS:C1835130
Autistic behavior,ASD|Pervasive developmental disorder|Autistic behaviour|Autistic behaviours|Autistic behaviors|Autism spectrum disorder|Autism spectrum disorders,HP:0000729,UMLS:C1510586|UMLS:C0856975|MSH:D000067877
Vertebral hyperostosis,,HP:0008442,UMLS:C1834057
Protracted diarrhea,Protracted diarrhoea,HP:0004385,SNOMEDCT_US:236077008|UMLS:C0473133
High insertion of columella,"Ala lower than columella|Columella, high insertion",HP:0012807,UMLS:C4020909
Childhood onset sensorineural hearing impairment,,HP:0011474,UMLS:C4023340
Irregularly spaced teeth,Irregularly spaced teeth|Variability of spacing between teeth|Irregular dental spacing|Variability of dental spacing,HP:0006316,UMLS:C1845878
Short distal phalanx of the 3rd finger,Short outermost bone of the middle finger|Short terminal phalanx of middle finger|Hypoplastic/small distal phalanx of the 3rd finger|Short distal phalanx of the third finger,HP:0004180,UMLS:C4021681
Renal phosphate wasting,Decreased renal tubular phosphate reabsorption|Decreased tubular maximum for phosphate reabsorption per glomerular filtration rate|Tubular phosphate reabsorption low,HP:0000117,UMLS:C1845169
Reduced factor XI activity,Low factor XI activity|Factor XI deficiency,HP:0001929,UMLS:C0015523|MSH:D005173|SNOMEDCT_US:49762007
Renal chloride wasting,Renal Cl wasting|Kidney chloride wasting|Renal Cl- wasting,HP:0012602,UMLS:C4022826
Adrenal calcification,,HP:0010512,UMLS:C0271750|SNOMEDCT_US:12286000
Progressive night blindness,Progressive night blindness,HP:0007675,UMLS:C4024818
Scoliosis,,HP:0002650,SNOMEDCT_US:64217002|SNOMEDCT_US:111266001|Fyler:4160|UMLS:C0700208|UMLS:C0037932|MSH:D013121
Acromelia,,HP:0010884,UMLS:C4023675
Scheuermann-like vertebral changes,,HP:0008478,UMLS:C1844926
Reduced bone mineral density,Decreased bone mineral density|Decreased bone mineral density Z score|Low solidness and mass of the bones,HP:0004349,UMLS:C2674432
Hemopericardium,,HP:0011851,MSH:D010490|UMLS:C0019064|SNOMEDCT_US:23412002
Enlarged epiphysis of the proximal phalanx of the 3rd toe,Enlarged end part of the innermost bone of the 3rd toe,HP:0100160,UMLS:C4022261
Broad proximal phalanx of the 2nd finger,Wide innermost bone of index finger|Wide/broad proximal index finger phalanx,HP:0009581,UMLS:C4021434
Pubertal developmental failure in females,,HP:0008647,UMLS:C4024649
Unaided visual acuity 3.0 LogMAR,,HP:0030550,UMLS:C4073024
Patent foramen ovale,Persistent foramen ovale,HP:0001655,ICD-10:Q21.1|UMLS:C0016522|SNOMEDCT_US:204317008|Fyler:2020|MSH:D054092
Enlarged semicircular canal,Dilated semicircular canal,HP:0011383,UMLS:C4021156
Premature birth following premature rupture of fetal membranes,Premature birth following premature rupture of foetal membranes,HP:0005100,UMLS:C1851833
Irregular epiphysis of the proximal phalanx of the 4th toe,Irregular end part of the innermost bone of the 4th toe,HP:0100196,UMLS:C4022225
Ileus,Gastrointestinal atony,HP:0002595,MSH:D045823|UMLS:C1258215|MEDDRA:10021328
Absent urinary urothione,,HP:0003606,UMLS:C4025591
Lester's sign,,HP:0009781,UMLS:C4024210
Symmetric peripheral demyelination,,HP:0007262,UMLS:C4024914
Esophagitis,Inflammation of the esophagus|Oesophagitis|Inflammation of the oesophagus,HP:0100633,MEDDRA:10030216|MSH:D004941|SNOMEDCT_US:16761005|UMLS:C0014868
Short greater sciatic notch,Short sacroiliac notch|Shortened sacroiliac notches|Small sacroiliac notch,HP:0003185,UMLS:C1866689
Abnormal circulating aldosterone,Abnormal plasma aldosterone|Abnormal circulating aldosterone,HP:0040085,UMLS:C0857898
Prominent scalp veins,Prominent scalp veins,HP:0001043,UMLS:C1856542
Unilateral renal hypoplasia,Underdeveloped kidney on one side|Small kidney on one side,HP:0012583,UMLS:C0431691|SNOMEDCT_US:204948009
Eunuchoid habitus,,HP:0003782,UMLS:C4025569
Abnormal iris vasculature,Abnormality of iris blood vessels,HP:0007905,UMLS:C3275963
Short phalanx of the 3rd toe,Short phalanx of the third toe|Short 3rd toe bone|Hypoplastic/small phalanges of the 3rd toe,HP:0100366,UMLS:C4021014
Atrial arrhythmia,Primary atrial arrhythmia,HP:0001692,UMLS:C0085611|UMLS:C4025755|SNOMEDCT_US:17366009
Intermittent generalized erythematous papular rash,Intermittent generalised erythematous papular rash,HP:0007432,UMLS:C2749995
Fluctuating splenomegaly,,HP:0006268,UMLS:C1835882
Aminoaciduria,Increased levels of animo acids in urine|High urine amino acid levels|Hyperaminoaciduria|Abnormal urinary amino-acid findings,HP:0003355,UMLS:C0238621|UMLS:C4020843|SNOMEDCT_US:35912001
Shawl scrotum,Overriding scrotum|Scrotum surrounds penis,HP:0000049,UMLS:C1858539
Abnormal respiratory motile cilium morphology,,HP:0005938,UMLS:C4025100
Morphological abnormality of the saccule,,HP:0040110,UMLS:C4022433
Streak ovary,,HP:0010464,SNOMEDCT_US:70550008|UMLS:C0266371
Renal agenesis,Missing kidney|Absent kidney|Renal aplasia,HP:0000104,Fyler:4503|UMLS:C0542519|SNOMEDCT_US:204942005
Abnormal acetabulum morphology,Abnormality of the acetabulum|Acetabular abnormality|Abnormality of the hipbone socket,HP:0003170,UMLS:C4021739
Capillary hemangioma,Capillary hemangioma|Strawberry birthmark,HP:0005306,SNOMEDCT_US:83343001|SNOMEDCT_US:195382003|MSH:D018324|SNOMEDCT_US:402867006|SNOMEDCT_US:254206003|UMLS:C0206733|SNOMEDCT_US:56975005
Pinhole visual acuity 0.3 LogMAR,,HP:0030571,UMLS:C4073044
Partial duplication of the phalanges of the 5th finger,Partial duplication of the pinkie finger bone|Partial duplication of the pinky finger bone|Partial duplication of the little finger bone,HP:0009987,UMLS:C4024127
Partial duplication of the middle phalanx of the 5th toe,Partial duplication of the middle bone of the pinkie toe|Partial duplication of the middle bone of the little toe|Partial duplication of the middle phalanx of the fifth toe|Partial duplication of the middle bone of the pinky toe,HP:0100421,UMLS:C4020978
Perifollicular hyperkeratosis,,HP:0007468,UMLS:C4024867
Persistence of hemoglobin F,Increased haemoglobin F|Persistence of HbF|Persistence of haemoglobin F|Increased hemoglobin F,HP:0011904,UMLS:C0239941
Rhonchi,,HP:0030831,MSH:D012135|SNOMEDCT_US:24612001|UMLS:C0035508
Simple febrile seizure,Simple febrile seizures|Simple febrile convulsion|Simple fever fit,HP:0011171,UMLS:C0149886|MSH:D003294|SNOMEDCT_US:432354000
Multifocal epileptiform discharges,Multifocal EEG abnormality,HP:0010841,UMLS:C4021219
Intellectual disability,"Mental-retardation|Mental retardation, nonspecific|Nonprogressive mental retardation|Mental deficiency|Mental retardation|Intellectual disability|Nonprogressive intellectual disability|Low intelligence|Dull intelligence|Poor school performance",HP:0001249,UMLS:C4020876|SNOMEDCT_US:228156007|MSH:D008607|UMLS:C0917816|SNOMEDCT_US:91138005|UMLS:C0423903|SNOMEDCT_US:247578003|UMLS:C3714756|UMLS:C1843367|UMLS:C0025362
Coronary sinus diverticulum,Diverticulum of the coronary sinus,HP:0011644,SNOMEDCT_US:447661004|UMLS:C3163894
Congenital hepatic fibrosis,Congenital liver fibrosis|Excessive buildup of connective tissue and scarring of liver at birth,HP:0002612,MSH:C562378|SNOMEDCT_US:79607001|UMLS:C0009714
"Fine, reticulate skin pigmentation",,HP:0007617,UMLS:C4024828
Distal humeral metaphyseal irregularity,Irregular wide portion of elbow bone|Irregular metaphyses of elbow,HP:0003951,UMLS:C4021703
Primary Caesarian section,,HP:0030363,UMLS:C4072903
Bullet-shaped 4th toe phalanx,Bullet-shaped phalanges of the 4th toe|Bullet-shaped bones of the 4th toe,HP:0010373,UMLS:C4021281
3-4 toe syndactyly,syndactyly of 3rd - 4th toes|Webbed 3rd-4th toes,HP:0009779,UMLS:C1834062
Shyness,Shyness,HP:0100962,MSH:D012792|UMLS:C0037020
Abnormal atrioventricular valve morphology,Abnormality of the atrioventricular valves,HP:0006705,UMLS:C4024995
Uraciluria,High urine uracil levels,HP:0012127,UMLS:C4021833
Abnormal circulating methionine concentration,Abnormality of methionine metabolism,HP:0010901,UMLS:C4023665
Symphalangism of middle phalanx of 2nd finger,Fused middle bone of index finger,HP:0009574,UMLS:C4024284
Aplasia of the 2nd metacarpal,Absent 2nd long bone of hand,HP:0010037,UMLS:C4024090
Modic type I vertebral endplate changes,Modic type 1 vertebral endplate changes,HP:0030776,UMLS:C4280777
Expanded metacarpals with widened medullary cavities,,HP:0006232,UMLS:C1969288
Fractured ulna,,HP:0003987,SNOMEDCT_US:54556006|UMLS:C0041601|MSH:D014458
Abnormality of calvarial morphology,Abnormality of the shape of skull bones|Abnormality of skull bone morphology|Abnormality of cranial bone morphology|Abnormality of the shape of calvarium|Abnormality of the shape of cranium|Abnormally shaped skull|Abnormal cranium morphology,HP:0002648,UMLS:C4280260|UMLS:C4025692
